FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,CAPACITY
10006401,CLEBURNE COUNTY JAIL,140 LAMBERT DR,HEFLIN,AL,36264,COUNTY,OPEN,67,CLEBURNE,1029,USA,-999
10006856,FENTRESS COUNTY JAIL,140 JUSTICE CENTER DRIVE,JAMESTOWN,TN,38556,COUNTY,OPEN,139,FENTRESS,47049,USA,166
10005496,ASHE COUNTY JAIL,140 GOVERNMENT CIRCLE,JEFFERSON,NC,28640,COUNTY,OPEN,-999,ASHE,37009,USA,165
10006495,MONROVIA JAIL,140 E LIME AVENUE,MONROVIA,CA,91016,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,-999
10003512,DICKSON COUNTY JAIL,140 COUNTY JAIL DRIVE,CHARLOTTE,TN,37036,COUNTY,OPEN,298,DICKSON,47043,USA,399
10003491,SULLIVAN COUNTY JAIL,140 BLOUNTVILLE BYPASS,BLOUNTVILLE,TN,37617,COUNTY,OPEN,757,SULLIVAN,47163,USA,623
10001206,JEFFERSON COUNTY YOUTH DETENTION CENTER,140 2ND COURT N,BIRMINGHAM,AL,35204,COUNTY,OPEN,-999,JEFFERSON,1073,USA,-999
10006730,NEZ PERCE JUVENILE DETENTION,140 10TH STREET,LEWISTON,ID,83501,COUNTY,OPEN,-999,NEZ PERCE,16069,USA,16
10003161,GENESEE COUNTY JAIL,14 W MAIN ST,BATAVIA,NY,14021,COUNTY,OPEN,78,GENESEE,36037,USA,87
10004046,CLAY COUNTY DETENTION CENTER,14 S WATER ST,LIBERTY,MO,64068,COUNTY,OPEN,382,CLAY,29047,USA,-999
10004713,JERSEY COUNTY JAIL,14 NORTH WASHINGTON STREET,JERSEYVILLE,IL,62052,COUNTY,OPEN,-999,JERSEY,17083,USA,44
10004985,CODINGTON COUNTY REGIONAL DETENTION CENTER,14 1ST AVENUE SOUTHEAST,WATERTOWN,SD,57201,COUNTY,OPEN,-999,CODINGTON,46029,USA,96
10004238,WASHINGTON COUNTY COMMUNITY WORK CENTER,1398 N. BEAUCHAMP EXTENSION,GREENVILLE,MS,38703,STATE,OPEN,54,WASHINGTON,28151,USA,60
10006555,FULTON COMMUNITY SUPERVISION CENTER,1397 STATE ROAD O,FULTON,MO,65251,STATE,OPEN,25,CALLAWAY,29027,USA,32
10003475,CASTLE COUNTRY YOUTH CENTER,1395 S CARBON AVE,PRICE,UT,84501,STATE,OPEN,5,CARBON,49007,USA,16
10001617,FULTON RECEPTION AND DIAGNOSTIC CENTER,1393 HWY O,FULTON,MO,65251,STATE,OPEN,1400,CALLAWAY,29027,USA,1302
10001346,BARAGA CORRECTIONAL FACILITY,13924 WADAGA RD,BARAGA,MI,49908,STATE,OPEN,787,BARAGA,26013,USA,868
10000548,"SOUTH FLORIDA RECEPTION CENTER, SOUTH UNIT",13910 NW 41ST ST,DORAL,FL,33178,STATE,OPEN,629,MIAMI-DADE,12086,USA,699
10001978,BETO PRISON,1391 FM 3328,TENNESSEE COLONY,TX,75880,STATE,OPEN,3358,ANDERSON,48001,USA,3471
10001180,SOUTH IDAHO CORRECTIONAL INSTITUTION,13900 PLEASANT VALLEY RD,KUNA,ID,83634,STATE,OPEN,590,ADA,16001,USA,702
10005591,WILKINSON COUNTY JAIL,1389 US HIGHWAY 61 SOUTH,WOODVILLE,MS,39669,COUNTY,OPEN,-999,WILKINSON,28157,USA,-999
10003027,SHERBURNE COUNTY JAIL,13880 BUSINESS CENTER DR NW,ELK RIVER,MN,55330,COUNTY,OPEN,596,SHERBURNE,27141,USA,697
10003546,JOHN S. WILDER YOUTH DEVELOPMENT CENTER,13870 HIGHWAY 59,SOMERVILLE,TN,38068,STATE,OPEN,170,FAYETTE,47047,USA,189
10000449,DAYTONA JUVENILE RESIDENTIAL FACILITY,1386 INDIAN LAKE ROAD,DAYTONA BEACH,FL,32124,STATE,OPEN,48,VOLUSIA,12127,USA,30
10000549,MIAMI-DADE COUNTY METRO WEST DETENTION CENTER,13850 NW 41ST ST,MIAMI,FL,33178,COUNTY,OPEN,2066,MIAMI-DADE,12086,USA,3098
10000184,GURNEY TRANSFER FACILITY,1385 FM 3328,PALESTINE,TX,75803,STATE,OPEN,1953,ANDERSON,48001,USA,2128
10001542,WESTERN CORRECTIONAL INSTITUTION,13800 MCMULLEN HWY SW,CUMBERLAND,MD,21502,STATE,OPEN,1606,ALLEGANY,24001,USA,1630
10003918,MORGAN COUNTY PUBLIC SAFETY COMPLEX,1380 MONTICELLO RD.,MADISON,GA,30650,COUNTY,OPEN,1,MORGAN,13211,USA,192
10002611,LAFAYETTE COUNTY JAIL,138 W CATHERINE ST,DARLINGTON,WI,53530,COUNTY,OPEN,-999,LAFAYETTE,55065,USA,-999
10004778,DECATUR COUNTY JAIL,138 NORTH EAST STREET,DECATURVILLE,TN,38329,COUNTY,OPEN,46,DECATUR,47039,USA,59
10001500,MADISON COUNTY JAIL / SHERIFF,138 N COURT ST,WAMPSVILLE,NY,13163,COUNTY,OPEN,81,MADISON,36053,USA,127
10004116,NORTHERN NH CORRECTIONAL FACILITY,138 EAST MILAN RD,BERLIN,NH,3570,STATE,OPEN,641,COOS,33007,USA,662
10006892,LARAMIE COUNTY JUVENILE SERVICES CENTER,13794 PRAIRIE CENTER CIRCLE,CHEYENNE,WY,82009,COUNTY,OPEN,-999,LARAMIE,56021,USA,-999
10002723,GAINESVILLE STATE SCHOOL,1379 FM 678,GAINESVILLE,TX,76240,STATE,OPEN,335,COOKE,48097,USA,350
10000830,USP VICTORVILLE,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,FEDERAL,OPEN,1163,SAN BERNARDINO,6071,USA,960
10000833,FCI VICTORVILLE MEDIUM II CAMP,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,FEDERAL,OPEN,278,SAN BERNARDINO,6071,USA,256
10000831,FCI VICTORVILLE MEDIUM II,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,FEDERAL,OPEN,1216,SAN BERNARDINO,6071,USA,1152
10000832,FCI VICTORVILLE MEDIUM I,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,FEDERAL,OPEN,1235,SAN BERNARDINO,6071,USA,1152
10003554,MAXIMUM SECURITY FACILITY,1375 PONTIAC AVE,CRANSTON,RI,2920,STATE,OPEN,394,PROVIDENCE,44007,USA,409
10001341,NEWBERRY CORRECTIONAL FACILITY,13747 E. COUNTY ROAD 428,NEWBERRY,MI,49868,STATE,OPEN,1098,LUCE,26095,USA,1108
10003049,LACKAWANNA COUNTY PRISON,1371 N WASHINGTON AVE,SCRANTON,PA,18509,COUNTY,OPEN,842,LACKAWANNA,42069,USA,1183
10002944,WILLACY COUNTY JAIL,1371 INDUSTRIAL DR,RAYMONDVILLE,TX,78580,COUNTY,OPEN,49,WILLACY,48489,USA,96
10006376,ERIE CCC,137 WEST 2ND STREET,ERIE,PA,16507,STATE,OPEN,0,ERIE,42049,USA,-999
10006406,SEVIER COUNTY DETENTION CENTER,137 W. ROBINSON RD,DE QUEEN,AR,71832,COUNTY,OPEN,-999,SEVIER,5133,USA,74
10005690,BANNOCK COUNTY JUVENILE DETENTION CENTER,137 S 5TH AVENUE,POCATELLO,ID,83201,COUNTY,OPEN,15,BANNOCK,16005,USA,16
10000296,HARALSON COUNTY SHERIFF'S OFFICE,137 HAYES-GLASS DR,BREMEN,GA,30110,STATE,OPEN,0,HARALSON,13143,USA,-999
10001485,SUSQUEHANNA COUNTY CORRECTIONAL FACILITY,137 ELLSWORTH DR,MONTROSE,PA,18801,COUNTY,OPEN,67,SUSQUEHANNA,42115,USA,111
10003525,SEVIER COUNTY JAIL,137 COMMERCE ST,SEVIERVILLE,TN,37862,COUNTY,OPEN,194,SEVIER,47155,USA,214
10001614,NORTHEAST CORRECTIONAL CENTER,13698 AIRPORT RD,BOWLING GREEN,MO,63334,STATE,OPEN,2072,PIKE,29163,USA,2000
10005799,BURNHAM YOUTH SAFE CENTER,13640 ROUTE 22,CANAAN,NY,12029,COUNTY,OPEN,12,COLUMBIA,36021,USA,-999
10007011,VILLAGE RANCH RESIDENTIAL FACILITY,13637 60TH STREET,COKATO,MN,55321,STATE,OPEN,34,WRIGHT,27171,USA,34
10000784,PINE GROVE CONSERVATION CAMP,13630 AQUEDUCT VOLCANO ROAD,PINE GROVE,CA,95665,STATE,OPEN,39,AMADOR,6005,USA,80
10006537,FLORIDA CIVIL COMMITMENT CENTER,13619 SE HIGHWAY 70,ARCADIA,FL,34266,STATE,OPEN,-999,DESOTO,12027,USA,720
10000502,DESOTO CORRECTIONAL INSTITUTION,13617 SE HWY 70,ARCADIA,FL,34266,STATE,OPEN,0,DESOTO,12027,USA,-999
10000503,DESOTO WORK CAMP,13617 SE HWY 70,ARCADIA,FL,34266,STATE,OPEN,-999,DESOTO,12027,USA,-999
10000504,DESOTO ANNEX,13617 SE HWY 70,ARCADIA,FL,34266,STATE,OPEN,1369,DESOTO,12027,USA,1453
10003471,WASATCH COUNTY JAIL,1361 S US HWY 40,HEBER CITY,UT,84032,COUNTY,OPEN,65,WASATCH,49051,USA,-999
10004819,JEFFERSON COUNTY JAIL,1360 WALNUT STREET,OSKALOOSA,KS,66066,COUNTY,OPEN,29,JEFFERSON,20087,USA,57
10001147,LIEBER CORRECTIONAL INSTITUTION,136 WILBORN AVE,RIDGEVILLE,SC,29472,STATE,OPEN,1198,DORCHESTER,45035,USA,1229
10004667,ILLINOIS YOUTH CENTER CHICAGO,136 NORTH WESTERN AVENUE,CHICAGO,IL,60612,STATE,OPEN,67,COOK,17031,USA,130
10003731,AUTAUGA COUNTY METRO JAIL,136 NORTH COURT STREET,PRATTVILLE,AL,36067,COUNTY,OPEN,160,AUTAUGA,1001,USA,138
10001251,SWISHER COUNTY JAIL,136 E BROADWAY AVE,TULIA,TX,79088,COUNTY,OPEN,13,SWISHER,48437,USA,27
10003919,BOWDON CITY JAIL,136 CITY HALL AVENUE,BOWDON,GA,30108,LOCAL,OPEN,-999,CARROLL,13045,USA,-999
10005370,LAPD HOLLYWOOD AREA JAIL,1358 NORTH WILCOX AVENUE,LOS ANGELES,CA,90028,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,-999
10000814,BEN LOMOND CONSERVATION CAMP #45,13575 EMPIRE GRADE ROAD,SANTA CRUZ,CA,95060,STATE,OPEN,101,SANTA CRUZ,6087,USA,113
10006673,CHARLESTON CORRECTIONAL CENTER,1356 HANSFORD STREET,CHARLESTON,WV,25301,STATE,OPEN,-999,KANAWHA,54039,USA,128
10002051,HENNEPIN COUNTY ADULT CORRECTIONS FACILITY - WOMEN,1355 SHENANDOAH LANE,PLYMOUTH,MN,55447,COUNTY,OPEN,123,HENNEPIN,27053,USA,78
10000447,VOLUSIA COUNTY CORRECTIONAL FACILITY,1354 INDIAN LAKE RD,DAYTONA BEACH,FL,32124,COUNTY,OPEN,514,VOLUSIA,12127,USA,595
10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,COUNTY,OPEN,1289,BROWARD,12011,USA,1328
10000065,NORTHEAST ARKANSAS COMMUNITY CORRECTION CENTER,1351 CYRO RD,OSCEOLA,AR,72370,STATE,OPEN,234,MISSISSIPPI,5093,USA,240
10005349,JAMES A MUSICK FACILITY,13502 MUSICK RD,IRVINE,CA,92618,COUNTY,OPEN,614,ORANGE,6059,USA,1322
10001209,CHILDERSBURG COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,13501 PLANT RD,ALPINE,AL,35014,STATE,OPEN,368,TALLADEGA,1121,USA,550
10001181,IDAHO STATE CORRECTIONAL INSTITUTION,13500 S PLEASANT VALLEY RD,KUNA,ID,83634,STATE,OPEN,1473,ADA,16001,USA,1446
10002210,MARVIN W FOOTE YOUTH SERVICES CENTER,13500 E FREMONT PL,ENGLEWOOD,CO,80112,STATE,OPEN,39,ARAPAHOE,8005,USA,61
10004630,VENICE POLICE DEPARTMENT,1350 RIDGEWOOD AVENUE,VENICE,FL,34292,LOCAL,OPEN,-999,SARASOTA,12115,USA,-999
10006489,CONCORD JAIL,1350 GALINDO STREET,CONCORD,CA,94520,LOCAL,OPEN,-999,CONTRA COSTA,6013,USA,-999
10004443,SOUTH MIDDLESEX CORRECTIONAL CENTER,135 WESTERN AVENUE,FRAMINGHAM,MA,1701,STATE,OPEN,112,MIDDLESEX,25017,USA,185
10004020,CUMBERLAND COUNTY JUVENILE DETENTION CENTER,135 SUNNYSLOPE DR,BRIDGETON,NJ,8302,COUNTY,OPEN,31,CUMBERLAND,34011,USA,46
10000745,AUBURN CORRECTIONAL FACILITY,135 STATE ST,AUBURN,NY,13024,STATE,OPEN,1601,CAYUGA,36011,USA,1766
10006960,NEW PHILADELPHIA GIRLS GROUP HOME,135 SECOND STREET NE,NEW PHILADELPHIA,OH,44663,STATE,OPEN,10,TUSCARAWAS,39157,USA,10
10003314,HAMPTON COUNTY CORRECTIONAL FACILITY,135 HIGH COURT LANE,HAMPTON,VA,23669,LOCAL,OPEN,-999,HAMPTON,51650,USA,168
10005510,DAVIE COUNTY DETENTION CENTER,135 GREEN STREET,MOCKSVILLE,NC,27028,COUNTY,OPEN,-999,DAVIE,37059,USA,72
10004850,ANDERSON COUNTY JAIL,135 EAST 5TH AVENUE,GARNETT,KS,66032,COUNTY,OPEN,-999,ANDERSON,20003,USA,48
10001578,BUCKINGHAM CORRECTIONAL CENTER,1349 CORRECTIONAL CENTER ROAD,DILLWYN,VA,23936,STATE,OPEN,1132,BUCKINGHAM,51029,USA,1182
10002638,CATAWBA CORRECTIONAL CENTER,1347 PRISON CAMP RD,NEWTON,NC,28658,STATE,OPEN,246,CATAWBA,37035,USA,246
10003835,CLINTON COUNTY JAIL,1347 E TOWNSEND RD,ST. JOHNS,MI,48879,COUNTY,OPEN,182,CLINTON,26037,USA,236
10000678,ROBINSON CORRECTIONAL CENTER,13423 EAST 1150TH AVENUE,ROBINSON,IL,62454,STATE,OPEN,1176,CRAWFORD,17033,USA,1197
10003834,MICHIGAN REFORMATORY,1342 W MAIN ST,IONIA,MI,48846,STATE,OPEN,1193,IONIA,26067,USA,1337
10006329,TOMOKA CRC 298,1341 INDIAN LAKE ROAD,DAYTONA BEACH,FL,32124,STATE,OPEN,57,VOLUSIA,12127,USA,-999
10006238,FCI BASTROP CAMP,1341 HIGHWAY 95 NORTH,BASTROP,TX,78602,FEDERAL,OPEN,177,BASTROP,48021,USA,122
10000226,FCI BASTROP,1341 HIGHWAY 95 NORTH,BASTROP,TX,78602,FEDERAL,OPEN,1213,BASTROP,48021,USA,933
10001182,IDAHO MAXIMUM SECURITY INSTITUTION,13400 S PLEASANT VALLEY RD,KUNA,ID,83634,STATE,OPEN,553,ADA,16001,USA,549
10001565,PRINCE GEORGE'S COUNTY CORRECTIONAL CENTER,13400 DILLE DR,UPPER MARLBORO,MD,20772,COUNTY,OPEN,952,PRINCE GEORGE'S,24033,USA,1524
10002463,PENINSULA WORK RELEASE,1340 LLOYD PKWY,PORT ORCHARD,WA,98367,STATE,OPEN,50,KITSAP,53035,USA,60
10006627,NORTHERN OHIO JUVENILE COMMUNITY CORRECTIONS FACILITY,1338 TIFFIN AVE,SANDUSKY,OH,44870,COUNTY,OPEN,23,ERIE,39043,USA,30
10003359,ERIE COUNTY JUVENILE DETENTION CENTER,1338 TIFFIN AVE,SANDUSKY,OH,44870,COUNTY,OPEN,121,ERIE,39043,USA,-999
10006883,KITSAP COUNTY JUVENILE DETENTION CENTER,1338 SW OLD CLIFTON ROAD,PORT ORCHARD,WA,98366,COUNTY,OPEN,14,KITSAP,53035,USA,96
10004418,BURLESON COUNTY JAIL,1334 STATE HWY 21 E,CALDWELL,TX,77836,COUNTY,OPEN,35,BURLESON,48051,USA,96
10005861,MISSOURI HILLS CAMPUS - DISCOVERY HALL,13315 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,12,ST. LOUIS,29189,USA,10
10005864,MISSOURI HILLS CAMPUS - SPANISH LAKE,13312 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,24,ST. LOUIS,29189,USA,20
10005862,MISSOURI HILLS CAMPUS - LEWIS AND CLARK HALL,13311 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,10,ST. LOUIS,29189,USA,10
10004952,"RESIDENTIAL CORRECTIONAL FACILITY, DAVENPORT",1330 WEST 3RD STREET,DAVENPORT,IA,52802,STATE,OPEN,133,SCOTT,19163,USA,64
10001365,IONIA COUNTY JAIL,133 ADAMS ST,IONIA,MI,48846,COUNTY,OPEN,-999,IONIA,26067,USA,132
10005863,MISSOURI HILLS CAMPUS - BISSEL HALL,13298 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,26,ST. LOUIS,29189,USA,20
10005866,MISSOURI HILLS CAMPUS - FORT BELLEFONTAINE,13290 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,24,ST. LOUIS,29189,USA,20
10005865,MISSOURI HILLS CAMPUS - TWIN RIVERS,13290 BELLEFONTAINE ROAD,SAINT LOUIS,MO,63138,STATE,OPEN,19,ST. LOUIS,29189,USA,20
10000638,FOX VALLEY ATC,1329 N LAKE ST,AURORA,IL,60506,STATE,OPEN,128,KANE,17089,USA,130
10002126,WASHINGTON STATE PRISON / ANNEX,13262 HWY 24 E,DAVISBORO,GA,31018,STATE,OPEN,1334,WASHINGTON,13303,USA,1548
10001380,WAYNE COUNTY JUVENILE DETENTION FACILITY,1326 ST ANTOINE ST,DETROIT,MI,48226,COUNTY,OPEN,160,WAYNE,26163,USA,194
10006812,ST. FRANCOIS COUNTY JUVENILE DETENTION CENTER,1322 ST. GENEVIEVE AVE,FARMINGTON,MO,63640,COUNTY,OPEN,6,ST. FRANCOIS,29187,USA,11
10000543,PRE-TRIAL DETENTION CENTER,1321 NW 13TH ST,MIAMI,FL,33125,COUNTY,OPEN,1100,MIAMI-DADE,12086,USA,1712
10001185,SOUTH BOISE WOMEN'S CORRECTIONAL CENTER,13200 S PLEASANT VALLEY RD,KUNA,ID,83634,STATE,OPEN,293,ADA,16001,USA,306
10006500,WHITTIER JAIL,13200 PENN ST,WHITTIER,CA,90602,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,31
10000400,TTH OF DINSMORE,13200 OLD KINGS RD,JACKSONVILLE,FL,32219,STATE,OPEN,145,DUVAL,12031,USA,150
10002581,VERNON COUNTY JAIL / SHERIFF,1320 BAD AXE COURT,VIROQUA,WI,54665,COUNTY,OPEN,-999,VERNON,55123,USA,-999
10006669,SECURE COMMUNITY TRANSITION FACILITY - KING COUNTY,132 SOUTH SPOKANE STREET,SEATTLE,WA,98134,STATE,OPEN,-999,KING,53033,USA,6
10003679,BALLARD COUNTY JAIL,132 MAYOLA AVE,WICKLIFFE,KY,42087,COUNTY,OPEN,72,BALLARD,21007,USA,78
10006385,SWANSON CENTER FOR YOUTH AT COLUMBIA,132 HWY 850,COLUMBIA,LA,71418,STATE,OPEN,-999,CALDWELL,22021,USA,-999
10004533,IRWIN COUNTY DETENTION CENTER,132 COTTON DRIVE,OCILLA,GA,31774,COUNTY,OPEN,-999,IRWIN,13155,USA,-999
10003536,MCMINN COUNTY JUSTICE CENTER,1319 S WHITE,ATHENS,TN,37303,COUNTY,OPEN,304,MCMINN,47107,USA,348
10006737,KNOX COUNTY MARY DAVIS DETENTION HOME,1319 E. 5TH STREET,GALESBURG,IL,61401,COUNTY,OPEN,-999,KNOX,17095,USA,-999
10001830,LARNED CORRECTIONAL MENTAL HEALTH FACILITY-CENTRAL,1318 STATE HIGHWAY 264,LARNED,KS,67550,STATE,OPEN,218,PAWNEE,20145,USA,310
10001009,MARSHALL E. SHERRER CORRECTIONAL CENTER,1318 N 14TH ST,MILWAUKEE,WI,53205,STATE,OPEN,54,MILWAUKEE,55079,USA,32
10000645,ROCK ISLAND COUNTY JAIL,1317 3RD AVENUE,ROCK ISLAND,IL,61201,COUNTY,OPEN,260,ROCK ISLAND,17161,USA,329
10003628,MONTANA STATE HOSPITAL - FORENSIC MENTAL HEALTH FACILITY,1316 GALEN RD,DEER LODGE,MT,59722,STATE,OPEN,-999,DEER LODGE,30023,USA,60
10001084,STORY COUNTY JAIL,1315 SOUTH B AVENUE,NEVADA,IA,50201,COUNTY,OPEN,67,STORY,19169,USA,104
10005216,ALAMOSA COUNTY DETENTION CENTER,1315 17TH ST,ALAMOSA,CO,81101,COUNTY,OPEN,-999,ALAMOSA,8003,USA,-999
10004123,MADISON COUNTY JAIL,1313 N MAIN ST,MADISON,NE,68748,COUNTY,OPEN,85,MADISON,31119,USA,120
10002506,WASHINGTON STATE PENITENTIARY,1313 N 13TH AVE,WALLA WALLA,WA,99362,STATE,OPEN,2593,WALLA WALLA,53071,USA,2439
10002758,SMITH PRISON,1313 COUNTY RD 19,LAMESA,TX,79331,STATE,OPEN,1559,DAWSON,48115,USA,2234
10006075,NORTHEAST NEBRASKA JUVENILE SERVICES CENTER,1313 1/2 NORTH MAIN,MADISON,NE,68748,COUNTY,OPEN,26,MADISON,31119,USA,34
10006603,GREEN RESIDENTIAL COMMUNITY HOME,1311 SLOATSBURG RD,RINGWOOD,NJ,7456,STATE,OPEN,-999,PASSAIC,34031,USA,28
10006452,POTTER COUNTY INIFIRMARY,13100 NE 29TH,AMARILLO,TX,79111,COUNTY,OPEN,-999,POTTER,48375,USA,27
10000153,POTTER COUNTY DETENTION CENTER,13100 NE 29TH,AMARILLO,TX,79111,COUNTY,OPEN,515,POTTER,48375,USA,576
10001692,DOUGLAS COUNTY JAIL,1310 N 14TH ST,SUPERIOR,WI,54880,COUNTY,OPEN,184,DOUGLAS,55031,USA,-999
10002730,HOCKLEY COUNTY JAIL,1310 AVENUE H,LEVELLAND,TX,79336,COUNTY,OPEN,86,HOCKLEY,48219,USA,64
10003250,CULPEPER COUNTY JAIL,131 W CAMERON ST,CULPEPER,VA,22701,COUNTY,OPEN,-999,CULPEPER,51047,USA,-999
10000897,GLENDALE CITY JAIL,131 N ISABEL ST,GLENDALE,CA,91206,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,96
10006467,TRUSSVILLE CITY JAIL,131 MAIN STREET,TRUSSVILLE,AL,35173,LOCAL,OPEN,-999,JEFFERSON,1073,USA,32
10001562,JENNIFER ROAD DETENTION CENTER,131 JENNIFER RD,ANNAPOLIS,MD,21401,COUNTY,OPEN,445,ANNE ARUNDEL,24003,USA,635
10003631,SOMERSET COUNTY JAIL,131 E MADISON RD,MADISON,ME,4950,COUNTY,OPEN,165,SOMERSET,23025,USA,234
10002849,HAYS COUNTY JAIL,1307 UHLAND RD,SAN MARCOS,TX,78666,COUNTY,OPEN,303,HAYS,48209,USA,362
10002365,MONTGOMERY COUNTY DETENTION CENTER / CPU,1307 SEVEN LOCKS RD,ROCKVILLE,MD,20854,COUNTY,OPEN,62,MONTGOMERY,24031,USA,200
10002867,HARRIS COUNTY BAKERS STREET JAIL,1307 BAKER ST,HOUSTON,TX,77002,COUNTY,OPEN,1072,HARRIS,48201,USA,1070
10000681,LAWRENCE COUNTY JAIL,1306 LEXINGTON AVENUE,LAWRENCEVILLE,IL,62439,COUNTY,OPEN,-999,LAWRENCE,17101,USA,20
10000176,MIDDLETON TRANSFER FACILITY,13055 FM 3522,ABILENE,TX,79601,STATE,OPEN,1985,JONES,48253,USA,2128
10003976,ASPC-FLORENCE,1305 E. BUTTE AVE,FLORENCE,AZ,85132,STATE,OPEN,3666,PINAL,4021,USA,3835
10005479,HASKELL COUNTY JAIL,1304 E INDUSTRIAL ST,STIGLER,OK,74462,COUNTY,OPEN,-999,HASKELL,40061,USA,300
10001414,METRO TRANSITIONAL CENTER,1303 CONSTITUTION ROAD,ATLANTA,GA,30316,STATE,OPEN,229,DEKALB,13089,USA,235
10003259,CENTRAL VIRGINIA REGIONAL JAIL,13021 JAMES MADISON HWY,ORANGE,VA,22960,COUNTY,OPEN,400,ORANGE,51137,USA,247
10000324,DOUGHERTY COUNTY JAIL,1302 EVELYN AVE,ALBANY,GA,31701,COUNTY,OPEN,-999,DOUGHERTY,13095,USA,1230
10001111,CARBON COUNTY JAIL,1302 E DALEY ST,RAWLINS,WY,82301,COUNTY,OPEN,-999,CARBON,56007,USA,-999
10006687,BENTON COUNTY JUVENILE DETENTION CENTER,1301 SW MELISSA DR,BENTONVILLE,AR,72712,COUNTY,OPEN,-999,BENTON,5007,USA,-999
10004852,LARNED STATE HOSPITAL,1301 STATE HIGHWAY 264,LARNED,KS,67550,STATE,OPEN,-999,PAWNEE,20145,USA,-999
10001832,LARNED CORRECTIONAL MENTAL HEALTH FACILITY - WEST,1301 STATE HIGHWAY 264,LARNED,KS,67550,STATE,OPEN,274,PAWNEE,20145,USA,288
10004128,DOUGLAS COUNTY YOUTH CENTER,1301 S 41ST ST,OMAHA,NE,68105,COUNTY,OPEN,76,DOUGLAS,31055,USA,120
10006220,CAMP GONZALES,1301 NORTH LAS VIRGENES ROAD,CALABASAS,CA,91302,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,-999
10003584,OKLAHOMA STATE PENITENTIARY,1301 N WEST ST,MCALESTER,OK,74502,STATE,OPEN,644,PITTSBURG,40121,USA,674
10001687,COYOTE RIDGE CORRECTIONS CENTER,1301 N EPHRATA AVE,CONNELL,WA,99326,STATE,OPEN,2563,FRANKLIN,53021,USA,2528
10001831,LARNED STATE HOSPITAL,1301 KS HWY 264,LARNED,KS,67550,STATE,OPEN,40,PAWNEE,20145,USA,45
10001210,TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY NE,TUSCALOOSA,AL,35404,STATE,OPEN,-999,TUSCALOOSA,1125,USA,115
10005202,TURNER COUNTY JAIL,1301 INDUSTRIAL DRIVE,ASHBURN,GA,31714,COUNTY,OPEN,66,TURNER,13287,USA,-999
10000699,HOWARD R YOUNG CORRECTIONAL INSTITUTION,1301 E 12TH ST,WILMINGTON,DE,19802,STATE,OPEN,1658,NEW CASTLE,10003,USA,1180
10000292,METRO STATE PRISON,1301 CONSTITUTION ROAD SOUTHEAST,ATLANTA,GA,30316,STATE,OPEN,355,DEKALB,13089,USA,355
10004628,ST. LUCIE REGIONAL JUVENILE DETENTION CENTER,1301 BELL AVENUE,FORT PIERCE,FL,34982,STATE,OPEN,44,ST. LUCIE,12111,USA,49
10003592,MACK ALFORD CORRECTIONAL CENTER,13001 NORTH HWY 69,ATOKA,OK,74525,STATE,OPEN,777,ATOKA,40005,USA,760
10001766,CENTRAL PRISON,1300 WESTERN BLVD,RALEIGH,NC,27606,STATE,OPEN,1104,WAKE,37183,USA,752
10000660,ILLINOIS RIVER CORRECTIONAL CENTER,1300 WEST LOCUST STREET,CANTON,IL,61520,STATE,OPEN,1770,FULTON,17057,USA,2338
10000588,YOUTHFUL OFFENDER SYSTEM,1300 WEST 13TH ST,PUEBLO,CO,81003,STATE,OPEN,15,PUEBLO,8101,USA,250
10003608,BENTON COUNTY JAIL,1300 SOUTHWEST 14TH STREET,BENTONVILLE,AR,72712,COUNTY,OPEN,578,BENTON,5007,USA,508
10002793,WINKLER COUNTY JAIL,1300 S BELLAIRE ST,KERMIT,TX,79745,COUNTY,OPEN,85,WINKLER,48495,USA,101
10000446,VOLUSIA COUNTY BRANCH JAIL,1300 RED JOHN DR,DAYTONA BEACH,FL,32124,COUNTY,OPEN,941,VOLUSIA,12127,USA,899
10006196,USP LEAVENWORTH CAMP,1300 METROPOLITAN AVENUE,LEAVENWORTH,KS,66048,FEDERAL,OPEN,362,LEAVENWORTH,20103,USA,372
